1,――ツカサ、行こう
2,“もう、こんな時間”じゃない。\n“まだ、こんな時間”なんだ。
3,…………
4,……いい？
5,……いや
6,……うん
7,……ええ
8,……っ
9,……ツカサにも、何年かしたら新しい恋人ができてるかもしれないね
10,……分かった
11,……最後まで、いつも通りに。
12,……！
13,「いつかまた巡り会えますように」
14,あ、じゃあ、せーので一緒に言ってみよう。それで同じ意見だったら、そこに決まり
15,あ、それと屋台のスイーツも全メニュー制覇しなきゃ！　やれることは全部やろう！
16,あ、でも窓際部署だから、経費削減で解散しちゃってるかも
17,あ、見て
18,ああ
19,ああ、そうかよ。お前なんてこれがなきゃ――
20,ああ、なんでもないよ
21,あっ
22,あったかいハーブティーを飲みながら、夜通し、語り合っていた。
23,あなたと過ごした時間は、とっても短かったけど、とっても、幸せだったよ。
24,ありがとう。ツカサのお茶、いい香り
25,あ！
26,い、いったい、アイラは急になにを……。
27,いいや、次はこっちの番だー！
28,いい？　せーの
29,いざ自分が最期を迎えることになったときに、ようやく、分かった気がする。
30,いつも通りの。楽しくて、優しくて、少し気恥ずかしい、そんな話題を、必死に探してみた。
31,いつも酔っぱらったときにやられてるけど、まったく慣れることがない。
32,いやだね
33,いよいよ空が暗くなり、園内がライトアップされ始めた。
34,う、うう……うあああっ……！
35,うん
36,うん、分かった
37,うん。お昼と夕方と夜とで、それぞれ表情が違うの。お昼のうちは、みんなワクワク、キラキラした笑顔
38,うん。そうだね
39,うん。できた
40,え
41,え……
42,え……？
43,ええ～？　本当に？　全然気付かなかった……
44,え？
45,え？　うーん、そうだな
46,おかげで処分するのにずいぶん手間取っちゃった。
47,おはようございます
48,おら！　帰れ！　さっさと出てけー！
49,おー
50,お前ら……
51,お前ら、なんでこんな日に会社に来てるんだ！
52,お客さんたちの中には、徐々に帰り出す人たちもいる。\nさっきまで賑やかだった園内からはずいぶん人の姿も減り、閑散としてきていた。
53,お茶をおいしそうに飲んでくれるところ
54,お風呂から上がったあと、最後の朝食を食べて。\nゆっくりと、身支度をして。
55,か、返して
56,がっつり掃除に打ち込んだおかげで、俺もアイラも、顔や身体がかなり汚れてしまっていた。
57,ぐえっ、カ、カヅキさん！？
58,けなされてばっかりなような……
59,こういう性格なんでな
60,ここから夜景を見るのは、はじめてだ。\n前に来て俺がぶっ倒れたときは、まだ夕方だったから。
61,ここで、下を向いてちゃいけない。
62,ここで立ったら、帰らなくちゃいけない。
63,こっちの無理に付き合ってくれた従業員のおじさんに頭を下げ、出口へ向かう。
64,この人がこんなに早く来るなんて、珍しい。
65,この仕事は、想い出を引き裂くばっかりじゃなかった。たくさんの想い出を、私と、みんなに、残してくれた。
66,この夢の世界の中でだけは、ふたりで楽しむことだけを考えよう。
67,この部屋に、ふたりで戻ってくることは、もうない。
68,これまでずっと我慢していた感情が、一気に、決壊して――。
69,これをみんなが読んでいる頃には、私はもう眠りについている頃かな。
70,こんな朝早くにオフィスに来たのも、それが理由だった。
71,ごめん、アイラ。
72,ごめんなさい。今のは、いじわるだった
73,さあ、まだまだ行くぞー！
74,さすがに動きっぱなしだと、疲れてくる。\n少し休憩して、買っておいたアイスティーをふたりで飲んでいると。
75,さてと、けっこう時間できちゃったね
76,じゃ、行こう
77,じゃあ、お風呂に入ろう！
78,じゃあ、今ぐらいの時間は？
79,じゃあ次は私。字がキレイなところ。はい
80,すぐ転ぶところ、かな
81,すっかり片付いてキレイになった部屋を、アイラが感慨深げに見回す。
82,すると、俺の代わりにアイラが穏やかな笑みを浮かべて、語り出した。
83,すると、気を利かせた着ぐるみが、おどけた仕草でアイラの頭を撫でてくれた。
84,ずいぶん早いですね。いつもはギリギリなのに
85,そう……。俺とアイラにとっての最後の今日が、始まったんだ。
86,そう、だね
87,そういうつもりなら、こっちだって！
88,そうじゃないって、すぐに考え直した。
89,そうだ。
90,そうやって、しばらくふざけ合った。
91,そう語るアイラの表情は、とても穏やかで、晴れ晴れとしていた。
92,そこで、カヅキさんがひとりで待っていることに気付いた。
93,そこに並んで座って、肩を寄せ合いながら、帰路に付く他のお客さんたちの姿をぼんやりと見送る。
94,そっちは大丈夫？　代わろうか？
95,そのとき、園内にアナウンスが流れた。
96,そのまぶしさに、俺はたまらず、手でひさしを作った。
97,そのアイラが、カヅキの前にすうっと進み出た。
98,その事実に気付いて、俺は、言葉を失った。
99,その場に膝を突いて、アイラの身体をきつくきつく抱きしめて。
100,その後は、窓から朝の空をぼんやり眺めて、アイラが手紙を書き終わるのを待っていた。
101,その手を見て呆然としていたら、アイラは少し強引に俺の手を引き、歩き出す。
102,その言葉で。
103,その間に、アイラの方は脚立の上に乗って窓ふきを始めていた。
104,そりゃ、アイラ先生直伝だからね
105,それが夕方頃になると、少しずつソワソワした感じになってきて
106,それでも、いつもの出社時間よりも１時間ぐらい早く、準備は整った。
107,それなのに、私に“ありがとう”って言ってくれる人がけっこういて、不思議だったんだけど。
108,それに、みんなも
109,それは、アイラがお茶を淹れるのがうまいから
110,それも、アイラがやりたいって言い出したことのひとつだ。\n一緒に働いてきた同僚のみんなに、感謝の気持ちを込めて手紙を書きたいって。
111,それを見たアイラは、息を呑んでいる。
112,そろそろ、夢の時間は終わりなので
113,そんな……。
114,そんなことないよ。元気なら有り余ってるって！
115,そんなみんなと一緒に、ここで働けてよかった。ターミナルサービスで仕事をできたことを、誇りに思います。
116,そんなアイラを後ろから見守りながら、ふと空を見上げれば。
117,そんな想像は、今はとても……。
118,そんな笑顔が素敵なところ。でも……ちょっと、心配かな
119,そんな考えが頭の中をグルグル回っていて。\nまわりの音も聞こえなくなっていて。
120,たくさんのアトラクションに乗って。\nおいしいものをたくさん食べて。
121,たとえば、んー、いつもマニュアルをちゃんと読むところとか
122,たまらず、うつむいて歯を食いしばる。
123,たまらず、拳を握りしめる。
124,た・だ・の、ギフティアだろ
125,だから、９年４ヶ月前とまったく同じ状態とはいかないまでも、きちんとキレイにして出ていきたいって、アイラが言ったんだ。
126,だって、第１ターミナルサービスのみんなは、泣きたくなるぐらい優しくて、素敵な人たちなので。一生懸命、私に向き合ってくれるので。
127,ったく
128,でも――。
129,でも、こういう本って、いざ捨てようとすると、ついつい中身を読み返しちゃうんだよね。
130,でも、ツカサなら大丈夫。どこへ行っても、ちゃんとやれる。私が保証する
