1,――！
2,“いつもそんなことを考えてるんですか？”
3,“なにを企んでるんですか？”
4,“コンスタンス”
5,“ザック”
6,“レン”
7,“付き合ってるの？”
8,“大変だね……”
9,“課長”
10,…………
11,…………うん
12,…………っ
13,……あ、そうだ、プレゼントは服じゃなくてハーブにしよう。オススメなのを教えてくれない？
14,……あ、でも、ギフティアって料理食べるんでしたっけ？
15,……いやいやいや
16,……え！？
17,……そういうこと
18,……そういうことなら
19,……っ
20,……という結果になりました
21,……はい
22,……めんどくさそうな人？
23,……仕方なく、お酒をフライパンの中へと注ぎ込んだ。
24,……俺が誘っても断られますよ
25,……初任給も出てない身だから、財布は厳しいけど。\n今はそんなこと言ってられない！
26,……女装姿を、見られた。
27,……覆面でもかぶったらどうだろう
28,……誘うなら、今だ。
29,……？
30,。。。まあ、ずっとケンカしてるよりはいいんだけど。。。\nでも、お酒弱いくせに飲み過ぎっ～～～～！！
31,「同棲はじめました」
32,『明日の君の時間を、俺にくれ』キザすぎる
33,『明日は、君とずっと一緒にいたいな』……違う
34,『明日遊びに行こーぜー』……いや、なんか軽い
35,あ……
36,あ……無理なら、いいよ……
37,あ、ああ、ごめん、今行くよ！
38,あ、ああ。うん……
39,あ、ああ！　分かった！
40,あ、いえ、さすがにそれはどうかと……
41,あ、でも、出発する前に、トイレ、行ってきても……？
42,あ、立ち直ったみたい。
43,あ、見返りと言っちゃなんですが、今度アイラっちに頼んでくれませんか
44,ああ、うん、もちろん
45,あっ――
46,あっ……
47,あと、下着を一緒に洗わないでくれとも言われたんじゃなかったっけ
48,あと、好きなものへのこだわりは、けっこうあるみたいだ
49,あとは、これをどうやって、アイラ自身にプレゼントするか……だよね。かなりの難題だ。
50,あとはここでフランベを、っと
51,あのさ、アイラ
52,あのさ、俺たち、前にここで会ったことあるんだけど、覚えてる？
53,あのときは、なにを買いに来てたの？
54,あの子なりの、自分を守るための方法だろ
55,あの日は、あそこに
56,あまりの勢いにびっくりして、料理もろともフライパンをひっくり返してしまった。
57,ありがとう
58,ありがとう。いい買い物ができたよ
59,ありがとうございました
60,あれ、聞いてない？
61,あれ～？
62,あんたねぇ。毎晩毎晩なんなのよ
63,い、いいんだろうか。
64,いいかいツカサくん。最近はね、料理のできる男がモテるらしいんだ。だから、なにか作ってあげたらどう？　きっとアイラちゃんも喜んでくれるよ
65,いいですか、まずラッキースケベその１
66,いえ。そうでもありません
67,いずれにせよ、プライベートで着るようなちゃんとした服は持ってないみたいだ。
68,いたいけな少年ギフティアをつかまえて、夜な夜なスキンシップをしてくる人がいるんだよね～……なんて、一言も言ってないよ？
69,いただきますっ
70,いったいどうやって、アイラと仲直りすればいいんだろう。\nそもそも、アイラに嫌われたのはなにが原因なのかな。
71,いったいなにが起きたんだ！？
72,いつの間にか、すぐ横からミチルが俺の手元をのぞき込んでいた。
73,いつもそんなことを考えてるんですか？
74,いてて……
75,いてて……。
76,いや、お茶よりも食事を……
77,いや、とにかく今はアイラを助けないと。
78,いや、マニュアル……というかレシピさえあれば、素人の俺でもなんとかなるはず。
79,いや、笑ってない！　目が、ちっとも笑ってない！
80,いやあ、どうかな……
81,いやいや……。遠慮しておきます……
82,いやいや、俺は新人なんだし、浮かれてる場合じゃない。
83,いやいや、誤解だよ！
84,いやいやいや！
85,いらないなら、後で捨ててもいいから
86,ぅえっ！？
87,う……。
88,う……。\nそんな、疑いのないまっすぐな眼差しを向けられても……。
89,うぅ……
90,うぅ、嫌われたかも……。
91,うう、これ以上出費がかさむと、プレゼントそのものが買えなくなっちゃうぞ……。
92,うう～ん。
93,うおぁ！？
94,うおわぁっ！
95,うわ、これ、早く外さないと――
96,うわああああ！
97,うわっぷ、ちょっ、なんでっ、つめたっ
98,うわっ！
99,うわー、入っちゃった……。
100,うわ！
101,うん、おいしい
102,うーん、どっちのアドバイスを聞こうかな……。
103,う～ん……。
104,え……
105,え、ええと……
106,え、っと……？
107,ええと……それは
108,ええと、あんまり喋る方じゃない、かな
109,ええと、仕事でお世話になった人にお礼をしたいんだ。その……プレゼントを買うのに付き合ってほしい
110,ええー、僕の案は？
111,ええ！？
112,えっと、いつから、でしょう？
113,え！？
114,え！？　は、はい！
115,え？
116,え？　あ、それは……
117,え？　あれ？
118,え？　それってどういう……
119,お、おはよう！
120,お、お茶、飲みたいなあ……
121,おいしい料理で、心の距離を縮めるんだ。\n料理……作ったことないけど。
122,おーい？　急にどうしたんだ？
123,お前、明日休みだったよな。アイラを外に連れ出してやってくれないか？
124,お前が悪いわけじゃないさ。アイラは、プライベートじゃ誰に対してもあんな感じだ
125,お前とアイラは相性いいはずだ。あの子と６年一緒に暮らした私がそう言うんだから、ちったあ自信持て。な？
126,お客様？　どうかしました？
127,お礼をしたい相手っていうのは……アイラ、君のことなんだ
128,お腹空いた……。
129,お茶、飲みますか？
130,お邪魔します
131,かっこつけたくて、少しそれっぽいポーズを取りながらやってみたら、思った以上にたくさん投入してしまい――。
132,き、聞いてる？
133,くっ、こうなったら……！
134,ぐぉはぁっ、痛ったぁ！
135,けっこう大きな寮なんだね
136,けっこう混んでるなあ
137,こういうのが一番困る……。\n正確な数字を知りたくてレシピを見ているのに。
138,こうなったら、自分の好みで選ぶしかない。
139,こうなったら、警戒を解くためにいつもとは違う格好をしてアイラくんを楽しませるべきじゃないかな？
140,ここからじゃ、間に合わない！\nアイラの方が先に、落ちている服の地点に到達しちゃう！
141,ここが、アイラの部屋。
142,ここまで来て訊くのもなんだけど、どうして、制服なの？
143,こっそり部屋を抜け出して階下へ降りた俺は、そこに寮専用の食堂を発見して、昨日の昼以来の食事にありついた。
144,こっちが、女の子の服を選んであげる場合にはどうすればいいかなんて、載ってなかった。
145,こっちこそ無理に誘ってごめん
146,このままじゃダメだ。
147,このままじゃ気持ちがもたない。
148,この人……既婚者、だったよね？
149,この妙な緊張感のせいですっかり気後れしちゃって、その日の夜は、部屋から出ることもできず、食事や風呂も遠慮した。
150,この寮生活、もはや不安しかないよ……。
151,この後どうしよう。
152,この気まずさを打開するために、俺は、今日買ってきたハーブが入った紙袋を掲げて見せた。
153,この部屋に来て、かれこれ２時間。
154,この１０日間、ターミナルサービスで仕事をしてきたから、それがなにかはすぐに分かった。ギフティアの充電装置だ。あれに座るだけで、充電が可能なんだ。
155,こらぁ！　いい加減にしろ！
156,これ……もしかして手作り？
157,これ、虫かなにかの羽音？
158,これ、遊園地で買ってきたんだ。もらってほしい
159,これからここで、俺はアイラと同棲を……。
160,これからツカサくんには、アイラくんと一緒に住んでもらうから
161,これが、アイラの好きな味……なのかな。
162,これで、お茶、いれてくれない？
163,これでアイラはいやでも俺に注目するッ！
164,これなんてどうかな？　ちょっと試着してみてよ
165,これまで、休みの日にはどうしてたんだろう。
166,これも愛ゆえの行動なんですよぉ。分かるでしょツカサっち～
167,これを――
168,これを機に、アイラとのパートナー関係をより深められるように頑張ろう。
169,これを着たアイラっちを、見たいと思いません？　思いますよね？
170,こんにちは、アイラさん。この格好、どうかしら？
171,ごめん、俺は
172,ごめん。役に立てなくて
173,さあ、ツカサっちもご一緒に……！
174,さすがにそれは……まずいでしょ。
175,さすがに心配になって声をかけようとしたら。
176,さっきは、先に帰って、ごめんなさい
177,さっそく、帰り道に花屋さんに寄って買ってこよう。
178,さらに、部屋のスプリンクラー――っていうより、もっと強力な自動放水装置？――が炎に反応し、すごい勢いで水を発射してきた。
179,しかも、寮はここだけじゃなく、近くにいくつかあるらしい。\nＳＡＩ社って社員数多いから、それも当然だよね。
180,しかもアイラは、休みだっていうのにわざわざターミナルサービスの制服を着ていた。
181,しばらく慎重に丁寧にハーブティーを淹れていたアイラが、ようやくティーセットを手にリビングに戻ってきた。
182,しまった、名目上は、俺がお世話になった人へのプレゼントを買う、っていうことになってるんだった。
183,じゃあ、どうするつもり？
184,じゃあ、初めて会ったあの日、どうして君は、エレベーターの窓から観覧車を見つめて、涙を流していたの？
185,じゃなくて！
186,す、すみませんすみません！　バカなことを言いました！
187,すぐに気配に気付いたのか、アイラが顔を上げる。\n今にも泣き出しそうな表情をしていた。
188,すっかり心が折れちゃってため息をついていたら。
189,すっかり意気消沈して、入場ゲート前にあるベンチのひとつに座り込む。
190,ずいぶんめんどくさそうな人
191,せい！
192,そ、そうだね
193,そ、そうなの？
194,そ、そんなことはないって。ははは……
195,そう
196,そう、寮で暮らすことになったんだ。……いつからって、今日から。で、後で住所をメールするから、悪いけど着替えとかいろいろ送ってくれる？　よろしく
197,そういう体育会系のやり方じゃなくてさ、もっとコミュニケーションをしっかり取らなきゃ。僕は娘にそうやって接してきたからね
198,そうしたら中でばったり！　きゃーいやーと悲鳴を上げつつもドキドキしちゃう！　それこそラブコメの王道であり――
199,そうだよ、回りくどいことせずに、ちゃんと話し合えばよかったんだ。
200,そうですか……
201,そう決意しながら最上階でエレベーターを降りる。
202,そう言って、端末に、自分で撮影したらしい服の写真を表示させた。黒くてヒラヒラしたそれは、いわゆるゴスロリというものだろうか。
203,そう言ってアイラは、ハーブを選び始めた。\nその表情は真剣そのもので。
204,そう訊こうとして、でも、すんでの所でこらえた。
205,そこで、部屋の前の廊下に人影を見つけた。
206,そこで俺は、自分が上半身裸で、しかも汗だくなのに気付いた。
207,そこまで言ってから、あまりストレートにデートに誘っても、アイラがＯＫしてくれないんじゃないかって、急に冷静になって考えてしまった。
208,そして寮で一緒に暮らすようになってから休みになるのは、はじめてなんだ。
209,そそそ、それって、同棲ってこと、だよね……。
210,そのときの気まずさを想像して、ため息をついた。
211,そのまま、壁に勢いよく激突してめり込んでしまった。
212,そのアイラの進行方向の床には、アイラ自身が脱ぎ捨てた服が落ちていた。
213,その人は、目の前にいるあなたです……なんて、言えない。
214,その夜。
215,その直後に、蜂が大胆不敵にも俺の鼻に留まり。
216,その間、アイラはずっと黙っていたけど、ちゃんと俺に付いてきてくれたから、なにも問題ないんだって思い込んでいた。
217,それ、俺のご褒美っていうより、エルさんのご褒美じゃないですか
218,それだけに、プライベートではアイラとの交流がまったくできていないことが、俺には辛かった。
219,それなら筋トレだね！
220,それにアイラはこの日記を、マニュアルみたいなものだと言っていた。あれって、ちゃんと日記に目を通しておけっていう意味だったのかもしれないし。
221,それは、た、大変だね……
222,それは、突然の話だった。
223,それはそれ、これはこれだよ
224,それはそれで、問題なんだけどなあ……
225,それはつまり……、プレゼントしたい人って、アイラと背格好が近いんだよっ。あはは
226,そろそろ日が暮れようっていう時間だけど、チケット売り場は意外と混雑している。
227,そんな、心の準備なんてなんにもできてないのに！
228,そんなこと言わないでよ。俺はさ、今日みたいに、プライベートでもアイラとの想い出を作っていきたいって思ってるんだ
229,そんなの余計警戒しちゃうじゃないか
230,そんなツカサっちに、ご褒美をあげましょう。これを見てください
